date,track,artist,feats,current_pos,peak_pos,prev_pos,streak,streams,country,country_short,track_uri,artist_uri
2023-12-28,Houdini,Dua Lipa,[],83,14,68,7,24773,UAE,ae,4OMJGnvZfDvsePyCwRGO7X,6M2wZ9GZgrQXHCFfjv46we
2023-12-28,Winter Wonderland - Spotify Singles Holiday,Laufey,[],84,84,NaN,1,24771,UAE,ae,1LmkdWSxjCV7wKTPsCvYWN,7gW0r5CkdEUMm42w9XpyZO
2023-12-28,كلام عينيه,Sherine,[],85,40,78,13,24688,UAE,ae,6g95dK7o7vVh8ZCnDAseU5,2Wk167T0fY1fABsHM5qFcI
2023-12-28,Lover,Taylor Swift,[],86,6,70,31,24491,UAE,ae,1dGr1c8CrMLDpV6mPbImSI,06HL4z0CvFAxyc27GXpf02
2023-12-28,STAY (with Justin Bieber),The Kid LAROI,['Justin Bieber'],87,1,79,129,24431,UAE,ae,567e29TDzLwZwfDuEpGTwo,2tIP7SsRs7vjIcLrU85W8J
2023-12-28,People,Libianca,[],88,8,82,52,24252,UAE,ae,26b3oVLrRUaaybJulow9kz,7kjSuFGKhLm8b5qXoMhRkJ
2023-12-28,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,"['The Fontane Sisters', 'Mitchell Ayres & His Orchestra']",89,68,NaN,1,23981,UAE,ae,2pXpURmn6zC5ZYDMms6fwa,5v8jlSmAQfrkTjAlpUfWtu
2023-12-28,Save Your Tears,The Weeknd,[],90,2,81,156,23977,UAE,ae,5QO79kh1waicV47BqGRL3g,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,I Ain't Worried,OneRepublic,[],91,5,77,82,23897,UAE,ae,4fYte8ZvTK14NEhAOZocBi,5Pwc4xIPtQLFEnJriah9YJ
2023-12-28,"Hua Main (From ""ANIMAL"")",Raghav Chaitanya,"['Manoj Muntashir', 'Pritam']",92,45,56,4,23819,UAE,ae,54PRUdMOYzglMGnsg9kIta,3qpyErDI4i90q5EGgSRmNK
2023-12-28,Anti-Hero,Taylor Swift,[],93,1,75,62,23748,UAE,ae,0V3wPSX9ygBnCm8psDIegu,06HL4z0CvFAxyc27GXpf02
2023-12-28,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,[],94,8,69,9,23703,UAE,ae,1Iq8oo9XkmmvCQiGOfORiz,06HL4z0CvFAxyc27GXpf02
2023-12-28,Pink + White,Frank Ocean,[],95,55,94,41,23264,UAE,ae,3xKsf9qdS1CyvXSMEid6g8,2h93pZq0e7k5yf4dywlkpM
2023-12-28,DJ Play A Christmas Song,Cher,[],96,96,NaN,1,23253,UAE,ae,18uSfZqFBxQFi8CsXOIbhy,72OaDtakiy6yFqkt4TsiFt
2023-12-28,Merry Christmas Everyone,Shakin' Stevens,[],97,65,177,3,23237,UAE,ae,2TE4xW3ImvpltVU0cPcKUn,0wi4yTYlGtEnbGo4ltZTib
2023-12-28,One Love,Shubh,[],98,74,83,10,23226,UAE,ae,5ZLkihi6DVsHwDL3B8ym1t,5r3wPya2PpeTTsXsGhQU8O
2023-12-28,Another Love,Tom Odell,[],99,14,85,142,23188,UAE,ae,7jtQIBanIiJOMS6RyCx6jZ,2txHhyCwHjUEpJjWrEyqyX
2023-12-28,Needle (feat. Drake),Nicki Minaj,['Drake'],100,64,64,3,23163,UAE,ae,4I4G0LD277PWvfblYtSf91,0hCNtLu0JehylgoiP8L4Gh
2023-12-28,Skyfall,Adele,[],101,101,125,3,22965,UAE,ae,6VObnIkLVruX4UVyxWhlqm,4dpARuHxo51G3z768sgnrY
2023-12-28,"Unakku Thaan - From ""Chithha""",Santhosh Narayanan,"['Dhvani Kailas', 'Vivek']",102,48,59,3,22904,UAE,ae,4H1FLy4H7nS9wy9gg9JeFQ,5FVBduYaeVBb6JIghza7v6
2023-12-28,The Night We Met,Lord Huron,[],103,65,96,13,22613,UAE,ae,3hRV0jL3vUpRrcy398teAU,6ltzsmQQbmdoHHbLZ4ZN25
2023-12-28,Sure Thing,Miguel,[],104,7,76,55,22609,UAE,ae,0JXXNGljqupsJaZsgSbMZV,360IAlyVv4PCEVjgyMZrxK
2023-12-28,Fairytale of New York (feat. Kirsty MacColl),The Pogues,['Kirsty MacColl'],105,80,NaN,1,22582,UAE,ae,3VTNVsTTu05dmTsVFrmGpK,2wzMOQwNT6ZvVB4amvhFAH
2023-12-28,Step Into Christmas - Remastered 1995,Elton John,[],106,76,NaN,1,22527,UAE,ae,11P4sSu6BH2lAbWk1sL6cK,3PhoLpVuITZKcymswpck5b
2023-12-28,Let Me Down Slowly,Alec Benjamin,[],107,13,89,8,22358,UAE,ae,2qxmye6gAegTMjLKEBoR3d,5IH6FPUwQTxPSXurCrcIov
2023-12-28,exes,Tate McRae,[],108,47,86,6,22139,UAE,ae,4E63weMCaNZuGPEFMnuEi8,45dkTj5sMRSjrmBSBeiHym
2023-12-28,Like Crazy,Jimin,[],109,18,NaN,1,22088,UAE,ae,3Ua0m0YmEjrMi9XErKcNiR,1oSPZhvZMIrWW5I41kPkkY
2023-12-28,Godzilla (feat. Juice WRLD),Eminem,['Juice WRLD'],110,4,80,4,22041,UAE,ae,7FIWs0pqAYbP91WWM0vlTQ,7dGJo4pcD2V6oG8kP0tJRR
2023-12-28,Father Stretch My Hands Pt. 1,Kanye West,[],111,106,106,6,22015,UAE,ae,4KW1lqgSr8TKrvBII0Brf8,5K4W6rqBFWDnAN6FQUkS6x
2023-12-28,Die For You (with Ariana Grande) - Remix,The Weeknd,['Ariana Grande'],112,1,92,44,22003,UAE,ae,4W4fNrZYkobj539TOWsLO2,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Night Changes,One Direction,[],113,36,91,97,21923,UAE,ae,5O2P9iiztwhomNh8xkR9lJ,4AK6F7OLvEQ5QYCBNiQWHq
2023-12-28,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,['Swae Lee'],114,1,108,267,21916,UAE,ae,0RiRZpuVRbi7oqRdSMwhQY,246dkjvS1zLTtiykXe5h60
2023-12-28,Nonsense,Sabrina Carpenter,[],115,16,88,51,21892,UAE,ae,6dgUya35uo964z7GZXM07g,74KM79TiuVKeVCqs8QtB0B
2023-12-28,Reminder,The Weeknd,[],116,22,110,47,21830,UAE,ae,37F0uwRSrdzkBiuj0D5UHI,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Sabry Aalil,Sherine,[],117,117,142,3,21817,UAE,ae,7qLXBcYW78is9LygQBziAU,2Wk167T0fY1fABsHM5qFcI
2023-12-28,White Christmas - 1947 Version,Bing Crosby,"['Ken Darby Singers', 'John Scott Trotter & His Orchestra']",118,76,NaN,1,21793,UAE,ae,4so0Wek9Ig1p6CRCHuINwW,6ZjFtWeHP9XN7FeKSUe80S
2023-12-28,Heat Waves,Glass Animals,[],119,1,100,160,21776,UAE,ae,3USxtqRwSYz57Ewm6wWRMp,4yvcSjfu4PC0CYQyLy4wSq
2023-12-28,Mockingbird,Eminem,[],120,11,98,63,21774,UAE,ae,561jH07mF1jHuk7KlaeF0s,7dGJo4pcD2V6oG8kP0tJRR
2023-12-28,Dandelions,Ruth B.,[],121,15,101,121,21647,UAE,ae,2eAvDnpXP5W0cVtiI0PUxV,2WzaAvm2bBCf4pEhyuDgCY
2023-12-28,No Role Modelz,J. Cole,[],122,74,116,100,21629,UAE,ae,68Dni7IE4VyPkTOH9mRWHr,6l3HvQ5sa6mXTsMTB19rO5
2023-12-28,Jimmy Cooks (feat. 21 Savage),Drake,['21 Savage'],123,3,107,80,21617,UAE,ae,3F5CgOj3wFlRv51JsHbxhe,3TVXtAsR1Inumwj472S9r4
2023-12-28,golden hour,JVKE,[],124,11,112,71,21485,UAE,ae,5odlY52u43F5BjByhxg7wg,164Uj4eKjl6zTBKfJLFKKK
2023-12-28,FTCU,Nicki Minaj,[],125,125,NaN,1,21456,UAE,ae,1a73gcEg6h6Re6hHXoVltJ,0hCNtLu0JehylgoiP8L4Gh
2023-12-28,Jingle Bells - Remastered 1999,Frank Sinatra,[],126,126,NaN,1,21437,UAE,ae,4HEOgBHRCExyYVeTyrXsnL,1Mxqyy3pSjf8kZZL4QVxS0
2023-12-28,Prada,cassö,"['RAYE', 'D-Block Europe']",127,41,97,18,21375,UAE,ae,59NraMJsLaMCVtwXTSia8i,5wCmhq5J2hPwL2r0eKurxn
2023-12-28,Escapism.,RAYE,['070 Shake'],128,5,95,57,21264,UAE,ae,5mHdCZtVyb4DcJw8799hZp,5KKpBU5eC2tJDzf0wmlRp2
2023-12-28,Cupid - Twin Ver.,FIFTY FIFTY,[],129,1,90,42,21205,UAE,ae,739WUU1tPFLO4x4HJq561K,4GJ6xDCF5jaUqD6avOuQT6
2023-12-28,Blue Christmas,Elvis Presley,[],130,130,NaN,1,21204,UAE,ae,3QiAAp20rPC3dcAtKtMaqQ,43ZHCT0cAZBISjO8DG9PnE
2023-12-28,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,['Em Beihold'],131,9,93,56,21181,UAE,ae,1Y3LN4zO1Edc2EluIoSPJN,5XKFrudbV4IiuE5WuTPRmT
2023-12-28,Set Fire to the Rain,Adele,[],132,39,99,53,21080,UAE,ae,7j4OmvkjRz0PrjFADlHfQx,4dpARuHxo51G3z768sgnrY
2023-12-28,Someone You Loved,Lewis Capaldi,[],133,8,87,263,21045,UAE,ae,7qEHsqek33rTcFNT9PFqLf,4GNC7GD6oZMSxPGyXy4MNB
2023-12-28,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,"['Future', 'Chris Brown']",134,9,133,11,21012,UAE,ae,0vjeOZ3Ft5jvAi9SBFJm1j,0iEtIxbK0KxaSlF7G42ZOp
2023-12-28,Somewhere Only We Know,Keane,[],135,82,102,49,20892,UAE,ae,0ll8uFnc0nANY35E0Lfxvg,53A0W3U0s8diEn9RhXQhVz
2023-12-28,500lbs,Lil Tecca,[],136,86,123,9,20891,UAE,ae,6rjuKpPydT2SxN15TZpV7r,4Ga1P7PMIsmqEZqhYZQgDo
2023-12-28,Mahiye Jinna Sohna,Darshan Raval,[],137,50,137,24,20852,UAE,ae,0Jiaz0O4AqnJICa9PxHhaR,2GoeZ0qOTt6kjsWW4eA6LS
2023-12-28,lovely (with Khalid),Billie Eilish,['Khalid'],138,21,114,267,20755,UAE,ae,0u2P5u6lvoDfwTYjAADbn4,6qqNVTkY8uBg9cP3Jd7DAH
2023-12-28,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,"['Arijit Singh', 'Jonita Gandhi', 'Ranveer Singh', 'Madan Mohan', 'Amitabh Bhattacharya']",139,22,118,22,20745,UAE,ae,7iekl4P95GuphG8x8a3cNT,1wRPtKGflJrBx9BmLsSwlU
2023-12-28,My Only Wish (This Year),Britney Spears,[],140,105,NaN,1,20637,UAE,ae,0YWUHZPJVg4iujddsJDwhM,26dSoYclwsYLMAKD3tpOr4
2023-12-28,You’re Losing Me (From The Vault),Taylor Swift,[],141,16,84,5,20570,UAE,ae,3CWq0pAKKTWb0K4yiglDc4,06HL4z0CvFAxyc27GXpf02
2023-12-28,Kesariya,Pritam,"['Arijit Singh', 'Amitabh Bhattacharya']",142,6,104,76,20503,UAE,ae,4UMIv5jd9gK98a39BQRD9X,1wRPtKGflJrBx9BmLsSwlU
2023-12-28,Please Come Home for Christmas - 2013 Remaster,Eagles,[],143,143,NaN,1,20475,UAE,ae,3QIoEi8Enr9uHffwInGIsC,0ECwFtbIWEVNwjlrfc6xoL
2023-12-28,Santa Claus Is Coming To Town,The Jackson 5,[],144,83,NaN,1,20462,UAE,ae,6a1hzBiTkgqTsDA0Xgfh9z,2iE18Oxc8YSumAU232n4rW
2023-12-28,9:45,Prabh Singh,"['Jay Trak', 'Rooh Sandhu']",145,87,117,21,20448,UAE,ae,6c4Po8zyQjB4cR5XgLhcGb,0VAIiNSKG4DWkSaIy5qWz1
2023-12-28,Moonlight,Kali Uchis,[],146,20,115,40,20370,UAE,ae,0JmnkIqdlnUzPaf8sqBRs3,1U1el3k54VvEUzo3ybLPlM
2023-12-28,Counting Stars,OneRepublic,[],147,115,124,15,20324,UAE,ae,2tpWsVSb9UEmDRxAl1zhX1,5Pwc4xIPtQLFEnJriah9YJ
2023-12-28,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,['Henri René and His Orchestra'],148,148,NaN,1,20305,UAE,ae,1foCxQtxBweJtZmdxhEHVO,1AwO9pWEBSBoWdEZu28XDC
2023-12-28,Maan Meri Jaan,King,[],149,35,121,9,20295,UAE,ae,1418IuVKQPTYqt7QNJ9RXN,5NHm4TU5Twz7owibYxJfFU
2023-12-28,Blank Space,Taylor Swift,[],150,22,120,120,20041,UAE,ae,1u8c2t2Cy7UBoG4ArRcF5g,06HL4z0CvFAxyc27GXpf02
2023-12-28,Break from Toronto,PARTYNEXTDOOR,[],151,106,132,18,19894,UAE,ae,5fEB6ZmVkg63GZg9qO86jh,2HPaUgqeutzr3jx5a9WyDV
2023-12-28,With You,AP Dhillon,[],152,5,141,20,19773,UAE,ae,0xIuPDzJSnJywALez8dwKR,6LEG9Ld1aLImEFEVHdWNSB
2023-12-28,Guli Mata,Saad Lamjarred,"['Shreya Ghoshal', 'Rajat Nagpal']",153,13,136,24,19708,UAE,ae,3B9CL5t32mM2SDdps2IhYM,0NjXtqYWpnV055KhfZgtuY
2023-12-28,Romantic Homicide,d4vd,[],154,8,147,73,19636,UAE,ae,1xK59OXxi2TAAAbmZK0kBL,5y8tKLUfMvliMe8IKamR32
2023-12-28,Christmas (Baby Please Come Home),Mariah Carey,[],155,62,NaN,1,19596,UAE,ae,3PIDciSFdrQxSQSihim3hN,4iHNK0tOyZPYnBU7nGAgpQ
2023-12-28,Here With Me,d4vd,[],156,12,113,63,19550,UAE,ae,0dS2u2UFd88TIzDDaZDLvS,5y8tKLUfMvliMe8IKamR32
2023-12-28,Christmas Lights,Coldplay,[],157,134,NaN,1,19509,UAE,ae,4fzyvSu73BhGvi96p2zwjL,4gzpq5DPGxSnKTe4SA8HAU
2023-12-28,Flashing Lights,Kanye West,['Dwele'],158,123,139,20,19427,UAE,ae,5TRPicyLGbAF2LGBFbHGvO,5K4W6rqBFWDnAN6FQUkS6x
2023-12-28,Little Saint Nick - 1991 Remix,The Beach Boys,[],159,159,NaN,1,19323,UAE,ae,5xlS0QkVrSH7ssEbBgBzbM,3oDbviiivRWhXwIE8hxkVV
2023-12-28,O Maahi,Pritam,"['Arijit Singh', 'Irshad Kamil']",160,160,NaN,1,19248,UAE,ae,6bmmHeCvZI92pRiTHxEdTC,1wRPtKGflJrBx9BmLsSwlU
2023-12-28,Let Me Love You,DJ Snake,['Justin Bieber'],161,118,163,2,19243,UAE,ae,0lYBSQXN6rCTvUZvg9S0lU,540vIaP2JwjQb9dm3aArA4
2023-12-28,Apna Bana Le,Sachin-Jigar,"['Arijit Singh', 'Amitabh Bhattacharya']",162,41,160,2,19242,UAE,ae,1hA697u7e1jX2XM8sWA6Uy,1mBydYMVBECdDmMfE2sEUO
2023-12-28,Shut up My Moms Calling,Hotel Ugly,[],163,97,144,64,19239,UAE,ae,3hxIUxnT27p5WcmjGUXNwx,35WVTyRnKAoaGExqgktVyb
2023-12-28,Rush,Ayra Starr,[],164,22,145,52,19214,UAE,ae,1xs8bOvm3IzEYmcLJVOc34,3ZpEKRjHaHANcpk10u6Ntq
2023-12-28,Summertime Sadness,Lana Del Rey,[],165,75,148,75,19202,UAE,ae,1FEiijYPJtyswChfcpv3p0,00FQb4jTyendYWaN8pK0wa
2023-12-28,The Box,Roddy Ricch,[],166,1,129,13,19174,UAE,ae,0nbXyq5TXYPCO7pr3N8S4I,757aE44tKEUQEqRuT6GnEB
2023-12-28,Like It's Christmas,Jonas Brothers,[],167,129,NaN,1,19156,UAE,ae,1OjmlSFuzYflWjSMTCyTJv,7gOdHgIoIKoe4i9Tta6qdD
2023-12-28,Yellow,Coldplay,[],168,20,131,49,19098,UAE,ae,3AJwUDP919kvQ9QcozQPxg,4gzpq5DPGxSnKTe4SA8HAU
2023-12-28,Last Christmas,Ariana Grande,[],169,169,NaN,1,19062,UAE,ae,5xDrO9DEDJGUQGfyoHvgDJ,66CXWjxzNUsdJxJ2JdwvnR
2023-12-28,Santa's Coming for Us,Sia,[],170,170,NaN,1,19006,UAE,ae,1N1ZpYUJc9fwrqk53FGgWv,5WUlDfRSoLAfcVSX1WnrxN
2023-12-28,This Christmas,Donny Hathaway,[],171,171,NaN,1,18960,UAE,ae,7MSYSOobsombc1mbDWFxtD,0HU0U9kdXEHZVxUNbuQe8S
2023-12-28,Heather,Conan Gray,[],172,11,127,5,18850,UAE,ae,4xqrdfXkTW4T0RauPLv3WA,4Uc8Dsxct0oMqx0P6i60ea
2023-12-28,Christmas Tree Farm,Taylor Swift,[],173,173,NaN,1,18761,UAE,ae,2mvabkN1i2gLnGAPUVdwek,06HL4z0CvFAxyc27GXpf02
2023-12-28,Perfect,Ed Sheeran,[],174,66,150,197,18667,UAE,ae,0tgVpDi06FyKpA1z0VMD4v,6eUKZXaKkcviH0Ku9w2n3V
2023-12-28,Deck The Hall,Nat King Cole,[],175,114,NaN,1,18512,UAE,ae,0rHToGels2lt8Y0mCYoF90,7v4imS0moSyGdXyLgVTIV7
2023-12-28,MONACO,Bad Bunny,[],176,49,140,11,18392,UAE,ae,4MjDJD8cW7iVeWInc2Bdyj,4q3ewBCX7sLwd24euuV69X
2023-12-28,Lutt Putt Gaya,Pritam,"['Arijit Singh', 'Swanand Kirkire', 'IP Singh']",177,177,NaN,1,18334,UAE,ae,2pIoyDWZV5OSW0xd6n41xV,1wRPtKGflJrBx9BmLsSwlU
2023-12-28,Is There Someone Else?,The Weeknd,[],178,4,161,103,18326,UAE,ae,0mL82sxCRjrs3br407IdJh,1Xyo4u8uXC1ZmMpatF05PJ
2023-12-28,Not Allowed,TV Girl,[],179,148,149,3,18285,UAE,ae,3IznIgmXtrUaoPWpQTy5jB,0Y6dVaC9DZtPNH4591M42W
2023-12-28,cardigan,Taylor Swift,[],180,3,154,41,18263,UAE,ae,4R2kfaDFhslZEMJqAFNpdd,06HL4z0CvFAxyc27GXpf02
2023-12-28,Viva La Vida,Coldplay,[],181,81,164,59,18210,UAE,ae,1mea3bSkSGXuIRvnydlB5b,4gzpq5DPGxSnKTe4SA8HAU
2023-12-28,Tu hai kahan,AUR,[],182,104,122,9,18142,UAE,ae,3zSSCPpLZ5Oc8nelhhGjKz,2cjQTf2J5yCaNY8qHpW855
2023-12-28,Malabari Banger,M.H.R,"['JOKER390P', 'SA', 'Dabzee']",183,31,143,15,18118,UAE,ae,0aXnTU90v6G1QVlimy0Kw8,5A5bbXuMkVh28lxVO4y25g
2023-12-28,Sensational (feat. Davido & Lojay),Chris Brown,"['Davido', 'Lojay']",184,111,NaN,1,18101,UAE,ae,44G2gUVQvNNZ6w3i05tR4n,7bXgB6jMjp9ATFy66eO08Z
2023-12-28,(It Goes Like) Nanana - Edit,Peggy Gou,[],185,29,155,28,18023,UAE,ae,23RoR84KodL5HWvUTneQ1w,2mLA48B366zkELXYx7hcDN
2023-12-28,505,Arctic Monkeys,[],186,28,185,19,17814,UAE,ae,58ge6dfP91o9oXMzq3XkIS,7Ln80lUS6He07XvHI8qqHH
2023-12-28,Low Life (feat. The Weeknd),Future,['The Weeknd'],187,103,193,12,17789,UAE,ae,7EiZI6JVHllARrX9PUvAdX,1RyvyyTE3xzB2ZywiAwp0i
2023-12-28,Run Rudolph Run,Chuck Berry,[],188,142,NaN,1,17775,UAE,ae,2pnPe4pJtq7689i5ydzvJJ,293zczrfYafIItmnmM3coR
2023-12-28,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,[],189,145,NaN,1,17731,UAE,ae,6s2wpWPFPAgKg2LXxi1Oee,3eqjTLE0HfPfh78zjh6TqT
2023-12-28,Passionfruit,Drake,[],190,116,NaN,1,17723,UAE,ae,5mCPDVBb16L4XQwDdbRUpz,3TVXtAsR1Inumwj472S9r4
2023-12-28,"Ordinary Person (From ""Leo"")",Anirudh Ravichander,['Nikhita Gandhi'],191,17,135,10,17680,UAE,ae,6FahmzZYKH0zb2f9hrVsvw,4zCH9qm4R2DADamUHMCa6O
2023-12-28,Slow Dancing,V,[],192,14,151,15,17642,UAE,ae,5h1BN75CEh8wdSwE1xrbSe,3JsHnjpbhX4SnySpvpa9DK
2023-12-28,Just the Way You Are,Bruno Mars,[],193,103,157,43,17628,UAE,ae,7BqBn9nzAq8spo5e7cZ0dJ,0du5cEVh5yTK9QJze8zA0C
2023-12-28,Perfect Night,LE SSERAFIM,[],194,77,175,8,17587,UAE,ae,74X2u8JMVooG2QbjRxXwR8,4SpbR6yFEvexJuaBpgAU5p
2023-12-28,Super Shy,NewJeans,[],195,9,172,25,17527,UAE,ae,5sdQOyqq2IDhvmx2lHOpwd,6HvZYsbFfjnjFrWF950C9d
2023-12-28,Money Trees,Kendrick Lamar,['Jay Rock'],196,34,188,11,17509,UAE,ae,2HbKqm4o0w5wEeEFXm2sD4,2YZyLoL8N0Wb9xBt1NhZWg
2023-12-28,City Boys,Burna Boy,[],197,67,180,18,17498,UAE,ae,4RoKNqyZ9622tcAeNPNv5k,3wcj11K77LjEY1PkEazffa
2023-12-28,Say Yes To Heaven,Lana Del Rey,[],198,22,158,32,17467,UAE,ae,6GGtHZgBycCgGBUhZo81xe,00FQb4jTyendYWaN8pK0wa
2023-12-28,ERE,juan karlos,[],199,8,146,12,17467,UAE,ae,2BLdelIp46CHvKkyWeqZHL,0a4r2EnsevvHCukoJ1xFwJ
2023-12-28,Hass Hass,Diljit Dosanjh,"['Sia', 'Greg Kurstin']",200,90,162,9,17425,UAE,ae,72vuBPMhwFNlSYpTSf6fVD,2FKWNmZWDBZR4dE5KX4plR
2023-12-28,Last Christmas - Single Version,Wham!,[],1,1,7,6,162636,Ukraine,ua,06qMRF18gwbOYYbnP2du6i,5lpH0xAS4fVfLkACg9DAuM
2023-12-28,Знайди мене,Klavdia Petrivna,[],2,1,1,11,146960,Ukraine,ua,2xmQMKTjiOdkdGVgqDzezo,5BwbVAdT6rFF2vGVE8su2y
2023-12-28,Покохай мене,Chico,"['Qatoshi', '100лиця']",3,2,2,7,143633,Ukraine,ua,1YeQGpxrQvp6Yg3K6SIgho,1nfldcDRGChHzFqBJpI472
2023-12-28,Lost Angeles,FRIENDLY THUG 52 NGG,[],4,1,4,8,125266,Ukraine,ua,11gTRcdz4wK32fghA2vrX7,5xtbUYHaOycg6HIi10EZdV
2023-12-28,Силуети,SadSvit,['СТРУКТУРА ЩАСТЯ'],5,1,5,61,117915,Ukraine,ua,61BaxM1NIcadLu3gtWm2uT,2ojY7fXJxZQhg8Rx5e8h9G
2023-12-28,Я щаслива - Лікарі кажуть,Klavdia Petrivna,[],6,3,6,12,115345,Ukraine,ua,7LxpaPwRVTYEG2Gf5T5iLO,5BwbVAdT6rFF2vGVE8su2y
2023-12-28,Пыяла,AIGEL,[],7,1,3,6,112454,Ukraine,ua,1nZHWDoDoP0Dtgup8jTW2u,1gpjSKJC0UekvhaI8fAcoq
2023-12-28,Дымок,Ицык Цыпер,['Игорь Цыба'],8,8,NaN,1,110556,Ukraine,ua,3cHHxlwvB16a1PllSM97jX,3itorhtp2xgFl1iMPwvAGs
2023-12-28,"Кохаю, але не зовсім",DOROFEEVA,[],9,3,8,27,105492,Ukraine,ua,7erP3ICSBISAa9ZH4vyo42,7wl1m5vgWkCP3cqYVj2noM
2023-12-28,All I Want for Christmas Is You,Mariah Carey,[],10,10,37,6,104482,Ukraine,ua,0bYg9bo50gSsH3LtXe2SQn,4iHNK0tOyZPYnBU7nGAgpQ
2023-12-28,Jingle Bell Rock,Bobby Helms,[],11,8,47,6,102520,Ukraine,ua,6TkXViJUO3SA6FMcrNwlD9,38EmEgXkgK51MT2tPY0EoC
2023-12-28,Крепче,KRBK,[],12,11,11,51,102012,Ukraine,ua,6bCLkzoE3agC7Ws9NxVxIn,0E56Ncr2I37JQhW71UJALE
2023-12-28,Холод,shadowraze,[],13,1,9,18,101475,Ukraine,ua,4jiwxqE1yye4hzG5CpNcUH,0TO6y1x0LQodwBnxGtQu9o
2023-12-28,Snowman,Sia,[],14,14,29,6,100799,Ukraine,ua,7uoFMmxln0GPXQ0AcCBXRq,5WUlDfRSoLAfcVSX1WnrxN
2023-12-28,Rockin' Around The Christmas Tree,Brenda Lee,[],15,9,43,6,96099,Ukraine,ua,2EjXfH91m7f8HiJN1yQg97,4cPHsZM98sKzmV26wlwD2W
2023-12-28,Не втратимо зв'язок,alyona alyona,[],16,13,13,36,95505,Ukraine,ua,4QbAOvKJMIx22HvGqkFBmM,2ic3GGGmkixOZP4qnakSA8
2023-12-28,TryToFriend,FORTUNA 812,[],17,17,NaN,1,95281,Ukraine,ua,7vD6fJg66dEzbYXVvEyQCh,4anb8rmk0xipuQP6QZ5IlH
2023-12-28,Додому,Wellboy,[],18,5,10,52,91975,Ukraine,ua,6gtK39SLszESqJFu2SkId3,6l5IEx62Nsc2k1QyfaWvEz
2023-12-28,Strangers,Kenya Grace,[],19,2,12,17,90966,Ukraine,ua,5mjYQaktjmjcMKcUIcqz4s,7uMDnSZyUYNBPLhPMNuaM2
2023-12-28,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,[],20,13,52,6,87088,Ukraine,ua,2uFaJJtFpPDc5Pa95XzTvg,49e4v89VmlDcFCMyDv9wQ9
2023-12-28,Хай пишуть,DOROFEEVA,[],21,21,45,3,86065,Ukraine,ua,4CrtgDoRlrafpZxowRGwyN,7wl1m5vgWkCP3cqYVj2noM
2023-12-28,Порічка,YAKTAK,['KOLA'],22,3,22,38,85405,Ukraine,ua,3gH5vuIvlmzHQkPGmbkXND,5zjgy7grnZbt2L12meuxog
2023-12-28,greedy,Tate McRae,[],23,9,15,14,85356,Ukraine,ua,3rUGC1vUpkDG9CZFHMur1t,45dkTj5sMRSjrmBSBeiHym
2023-12-28,Paint The Town Red,Doja Cat,[],24,1,14,21,83907,Ukraine,ua,56y1jOTK0XSvJzVv9vHQBK,5cj0lLjcoR7YOSnhnX0Po5
2023-12-28,Хочеш,Після Дощу,[],25,15,17,39,83241,Ukraine,ua,2R8CylfWLqBcejsXu2mdcW,7vUQFioWvCavqy0WKpo1yD
2023-12-28,I Wanna Be Yours,Arctic Monkeys,[],26,18,18,70,81993,Ukraine,ua,5XeFesFbtLpXzIVDNQP22n,7Ln80lUS6He07XvHI8qqHH
2023-12-28,Щоб не було,DOROFEEVA,[],27,10,21,55,80263,Ukraine,ua,7krNeHssTmY3ijTox4OBbD,7wl1m5vgWkCP3cqYVj2noM
2023-12-28,HURTZ,Toxi$,[],28,2,16,7,78680,Ukraine,ua,2WWlNStuw5Tqg5noCtR7oq,2hTmpvdwhpNZryOkwTisRW
2023-12-28,Daylight,David Kushner,[],29,6,19,37,78307,Ukraine,ua,1odExI7RdWc4BT515LTAwj,33NVpKoXjItPwUJTMZIOiY
2023-12-28,SPIT IN MY FACE!,ThxSoMch,[],30,1,23,58,77736,Ukraine,ua,1N8TTK1Uoy7UvQNUazfUt5,4MvZhE1iuzttcoyepkpfdF
2023-12-28,Люди,MamaRika,['KOLA'],31,25,25,45,77133,Ukraine,ua,3mMPorZSb7rycKSyo0lLuB,6N2neiZftq16Phw99zxLDS
2023-12-28,Зима в сердце,Moya Mishel,[],32,12,20,12,75525,Ukraine,ua,6awpF8KkBWuZr1ElN2xkaW,28oFVU5sNejm6p76RkSwtQ
2023-12-28,Буревіями - 2023 Remastered Version,SHUMEI,['ZLATA OGNEVICH'],33,10,24,36,74371,Ukraine,ua,7fjPLaFXmMhDKReqzmNWq6,1BtGSVQey2HyYbFiw8O1mz
